Time,Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z, Label
4:10:27,0.04,0.99,-0.23,-60.06,-81.13,-12.95,
4:10:27,0.08,1.04,-0.23,-71.75,-29.89,-14.77,
4:10:27,0.03,1.1,-0.31,-67.9,22.96,-25.48,
4:10:27,-0.07,1.11,-0.39,-54.6,52.36,-32.97,
4:10:27,-0.09,1.05,-0.45,-35.63,63.14,-30.45,
4:10:27,-0.1,1,-0.46,-22.33,61.81,-27.37,
4:10:27,-0.09,1.02,-0.44,-23.87,56.07,-25.62,
4:10:27,-0.06,1.07,-0.39,-30.45,55.02,-24.15,
4:10:27,-0.01,1.13,-0.33,-37.1,60.83,-24.71,
4:10:27,0,1.14,-0.28,-35.28,68.25,-24.85,
4:10:27,0,1.13,-0.24,-1.82,73.36,-19.81,
4:10:27,-0.07,1.19,-0.22,0.77,57.33,-7.42,
4:10:27,-0.41,1.36,-0.17,-28.49,-80.08,45.71,
4:10:27,-0.4,1.68,0.97,-64.61,-196.21,83.93,
4:10:27,-0.02,1.88,1.17,-104.44,-78.05,43.12,
4:10:27,0.09,1.32,0.49,-143.64,10.57,51.66,
4:10:27,0.05,1.2,0.06,-172.48,54.95,53.2,
4:10:27,-0.09,1.14,-0.16,-185.71,53.69,66.43,
4:10:27,-0.13,1.12,-0.25,-181.72,51.17,74.27,
4:10:27,-0.25,1.05,-0.33,-160.37,68.74,80.78,
4:10:27,-0.22,1.08,-0.44,-132.09,77.42,82.46,
4:10:27,-0.38,1.17,-0.57,-109.13,64.96,76.3,
4:10:27,-0.58,1.27,-0.71,-73.64,25.34,63.28,
4:10:27,-0.72,1.25,-0.75,-67.41,-22.82,55.44,
4:10:27,-0.8,1.16,-0.73,-41.79,-66.78,58.38,
4:10:27,-0.83,1.04,-0.62,-10.43,-98.49,67.2,
4:10:27,-0.87,0.95,-0.44,16.24,-123.2,79.52,
4:10:27,-0.81,0.87,-0.18,38.92,-135.94,89.67,
4:10:27,-0.64,0.93,0.35,48.65,-120.4,96.18,
4:10:27,-0.42,1.11,0.45,7.49,-89.11,82.39,
4:10:27,-0.53,0.97,0.05,-9.1,-76.23,60.41,
4:10:27,-0.6,0.85,-0.16,-22.82,-69.79,58.31,
4:10:27,-0.49,0.84,-0.25,-34.58,-58.45,57.19,
4:10:27,-0.4,0.79,-0.31,-27.79,-47.88,50.4,
4:10:27,-0.31,0.82,-0.32,-13.09,-29.4,48.93,
4:10:27,-0.16,0.85,-0.27,-4.48,14.84,39.34,
4:10:27,-0.1,0.85,-0.31,-4.62,60.97,44.03,
4:10:27,-0.07,0.84,-0.26,-5.04,65.24,67.06,
4:10:27,0.15,1.01,0.12,-21.07,49.49,94.57,
4:10:27,-0.05,1.11,0.06,-6.23,31.92,78.05,
4:10:27,-0.31,0.95,0.08,-17.15,50.82,62.51,
4:10:27,-0.52,0.76,-0.07,-33.81,88.83,54.6,
4:10:27,-0.62,0.63,-0.21,-35.07,107.52,50.68,
4:10:27,-0.65,0.58,-0.21,-32.48,102.13,46.41,
4:10:27,-0.63,0.43,-0.18,-22.33,85.47,40.32,
4:10:27,-0.63,0.33,-0.18,-3.57,70.07,39.2,
4:10:27,-0.65,0.3,-0.21,16.03,49.14,38.78,
4:10:27,-0.7,0.34,-0.23,34.79,25.34,29.96,
4:10:27,-0.68,0.36,-0.2,38.22,5.53,16.1,
4:10:27,-0.67,0.35,-0.2,46.97,-8.96,2.52,
4:10:27,-0.62,0.39,-0.14,49.28,-14.63,-10.85,
4:10:27,-0.55,0.4,-0.1,53.2,-9.66,-23.8,
4:10:27,-0.53,0.46,-0.05,50.54,-0.28,-52.36,
4:10:27,-0.5,0.55,0.04,47.25,17.01,-53.06,
4:10:27,-0.46,0.7,0.16,43.26,43.4,-66.22,
4:10:27,-0.44,0.86,0.32,27.79,69.44,-75.18,
4:10:27,-0.36,1.11,0.55,-1.75,84.77,-74.97,
4:10:27,-0.18,1.4,0.66,-28.63,76.09,-62.65,
4:10:27,0.1,1.65,0.47,-25.9,27.44,-28.91,
4:10:27,0.63,1.8,0.14,-2.59,-22.33,3.92,
4:10:27,1.21,1.71,-0.13,16.1,-2.24,23.17,
4:10:27,1.42,1.73,-0.32,27.93,73.29,0.91,
4:10:27,1.26,1.66,-0.36,24.85,93.03,-25.83,
4:10:27,0.8,1.3,0.02,6.37,87.29,-11.13,
4:10:27,0.33,1.17,0.1,-11.55,101.22,-13.37,
4:10:27,0.13,1.01,0.03,-30.59,97.93,-7,
4:10:27,-0.02,1.04,-0.1,-28.49,81.55,-1.68,
4:10:27,-0.25,1.01,-0.26,-13.16,54.6,3.99,
4:10:27,-0.58,1.02,-0.45,12.53,14.35,8.33,
4:10:27,-0.59,1.01,-0.5,38.57,-20.09,12.18,
4:10:27,-0.59,0.91,-0.32,58.87,-35.63,20.02,
4:10:27,-0.6,0.95,0,95.27,-23.31,20.09,
4:10:27,-0.71,1.23,0.54,91,27.51,-6.86,
4:10:27,-0.98,1.85,1.25,19.32,94.71,-52.92,
4:10:27,-1.3,1.89,0.34,-76.79,49.07,-41.3,
4:10:27,-1,1.27,-0.56,-75.04,-78.33,-4.06,
4:10:27,-0.5,1.17,-0.43,-59.78,-92.47,-20.51,
4:10:27,-0.33,0.99,-0.28,-76.72,-50.82,-25.41,
4:10:27,-0.26,0.67,-0.23,-64.75,-25.34,-14,
4:10:27,-0.25,0.59,-0.17,-46.13,-15.96,-8.47,
4:10:27,-0.28,0.58,-0.14,-39.06,-17.36,-11.2,
4:10:27,-0.33,0.59,-0.12,-36.19,-23.24,-17.99,
4:10:27,-0.37,0.62,-0.12,-41.58,-31.85,-20.44,
4:10:27,-0.36,0.69,-0.09,-55.37,-31.57,-16.38,
4:10:27,-0.37,0.74,-0.1,-62.93,-26.39,-13.65,
4:10:27,-0.38,0.76,-0.12,-66.99,-23.38,-7.35,
4:10:27,-0.41,0.82,-0.15,-78.82,-21.91,-3.08,
4:10:27,-0.48,0.85,-0.31,-83.86,-29.96,-6.65,
4:10:27,-0.47,0.86,-0.37,-69.02,-39.69,-6.09,
4:10:27,-0.47,0.93,-0.38,-50.54,-34.65,-11.06,
4:10:27,-0.51,0.94,-0.34,-24.99,-24.08,-19.6,
4:10:27,-0.45,0.88,-0.3,-19.46,-1.68,-21.14,
4:10:27,-0.41,0.85,-0.34,-18.27,25.83,-27.37,
4:10:27,-0.3,0.78,-0.29,-14.7,55.16,-36.89,
4:10:27,-0.3,0.78,-0.26,-3.22,84.14,-49.63,
4:10:27,-0.22,0.86,-0.16,-34.72,117.88,-52.5,
4:10:27,-0.17,0.94,-0.13,-59.08,151.83,-51.45,
4:10:27,-0.15,1,-0.16,-83.79,173.95,-62.02,
4:10:27,-0.1,0.9,-0.22,-72.38,184.94,-67.76,
4:10:27,-0.13,0.88,-0.3,-39.62,177.24,-65.45,
4:10:27,-0.18,0.92,-0.37,-4.83,149.73,-61.39,
4:10:27,-0.24,0.83,-0.54,39.27,93.1,-42.63,
4:10:27,-0.24,0.82,-0.57,96.53,24.57,-20.44,
4:10:27,-0.2,0.97,-0.43,122.15,-25.27,-8.82,
4:10:27,-0.16,0.98,-0.36,118.37,-49.84,-2.38,
4:10:27,-0.15,0.93,-0.33,120.19,-60.13,2.52,
4:10:27,-0.19,0.95,-0.31,123.9,-63.07,-3.22,
4:10:27,-0.21,0.92,-0.26,124.04,-62.09,-15.68,
4:10:27,-0.23,0.84,-0.25,126.07,-62.37,-22.47,
4:10:27,-0.24,0.83,-0.23,124.88,-62.09,-25.06,
4:10:27,-0.24,0.86,-0.16,113.12,-54.04,-25.76,
4:10:27,-0.26,0.88,-0.12,102.27,-38.5,-26.46,
4:10:27,-0.32,0.9,-0.15,106.47,-25.06,-31.22,
4:10:27,-0.38,0.97,-0.15,115.43,-16.31,-38.36,
4:10:27,-0.43,1.01,-0.16,120.12,-8.75,-45.08,
4:10:27,-0.43,0.93,-0.15,129.43,-2.66,-38.71,
4:10:27,-0.43,0.97,-0.12,136.99,5.39,-35.42,
4:10:27,-0.45,1.02,-0.11,134.82,16.52,-38.22,
4:10:27,-0.45,1.01,-0.09,125.51,23.24,-40.6,
4:10:27,-0.44,1,-0.03,114.24,34.51,-39.69,
4:10:27,-0.38,1.01,0.19,86.94,64.75,-42.63,
4:10:27,-0.12,1.08,0.64,41.37,143.92,-52.29,
4:10:27,-0.1,1.04,0.37,5.39,169.89,-54.95,
4:10:27,-0.21,1.03,-0.06,-18.34,90.37,-43.89,
4:10:27,-0.13,1.04,-0.2,-29.12,-20.79,-28.56,
4:10:27,-0.01,1.04,-0.22,-40.18,-76.86,-28.98,
4:10:27,0.08,0.98,-0.23,-59.71,-87.78,-25.83,
4:10:27,0.14,0.99,-0.19,-73.29,-65.8,-15.4,
4:10:27,0.15,1.07,-0.2,-76.65,-18.9,-14.84,
4:10:27,0.1,1.12,-0.26,-68.32,30.1,-19.53,
4:10:27,0.08,1.13,-0.3,-51.73,57.75,-27.16,
4:10:27,0.06,1.1,-0.33,-44.24,71.61,-23.45,
4:10:27,0.05,1.09,-0.36,-37.31,72.94,-16.66,
4:10:27,0.03,1.12,-0.35,-31.57,62.93,-11.48,
4:10:27,0.01,1.11,-0.3,-23.8,42.91,-0.77,
4:10:27,-0.15,1.2,-0.2,-35.56,-27.23,28.7,
4:10:27,-0.28,1.28,0.17,-41.02,-136.22,73.85,
4:10:27,-0.08,1.66,1.25,-65.45,-129.36,78.89,
4:10:27,0.13,1.45,0.97,-113.54,-42,68.18,
4:10:27,0.14,1.18,0.33,-135.8,14.14,68.53,
4:10:27,0.03,1.13,-0.09,-161.07,50.89,83.16,
4:10:27,-0.03,1.14,-0.36,-160.86,76.37,101.64,
4:10:27,-0.27,1.23,-0.56,-131.25,68.74,108.71,
4:10:27,-0.51,1.4,-0.67,-97.37,38.08,104.37,
4:10:27,-0.77,1.46,-0.75,-77.98,-14.07,90.58,
4:10:27,-0.97,1.45,-0.77,-60.2,-75.32,73.57,
4:10:27,-1.09,1.33,-0.78,-27.58,-132.37,66.29,
4:10:27,-1.15,1.19,-0.53,11.06,-169.33,80.15,
4:10:27,-1.18,1.09,-0.16,41.65,-179.34,104.16,
4:10:27,-1.06,1.14,0.67,21.63,-130.55,111.3,
4:10:27,-0.78,1.11,0.4,-14.07,-105,94.29,
4:10:27,-0.64,0.94,0.08,-5.74,-112.56,75.88,
4:10:27,-0.56,0.84,-0.07,2.17,-106.33,68.39,
4:10:27,-0.48,0.84,-0.16,6.09,-99.19,62.37,
4:10:27,-0.31,0.89,-0.18,-9.1,-70.35,50.54,
4:10:27,-0.22,0.84,-0.23,-15.26,-39.13,42.35,
4:10:27,-0.12,0.85,-0.21,-7.42,-6.93,43.75,
4:10:27,-0.06,0.92,-0.22,-9.38,30.03,38.57,
4:10:27,-0.03,0.9,-0.21,-18.41,9.73,49.49,
4:10:27,0.19,0.96,0.23,-28.77,-0.35,68.11,
4:10:27,0.15,0.94,0.03,-15.68,1.89,67.13,
4:10:27,0.08,0.95,0.09,-6.79,15.4,60.06,
4:10:27,-0.01,0.91,0.02,-19.39,70.7,53.06,
4:10:27,-0.19,0.78,-0.14,-26.11,127.05,42.35,
4:10:27,-0.39,0.68,-0.27,-31.85,143.92,40.18,
4:10:27,-0.57,0.57,-0.31,-27.65,122.08,35.63,
4:10:27,-0.71,0.48,-0.31,-17.15,78.75,33.04,
4:10:27,-0.75,0.39,-0.26,-6.02,48.93,33.32,
4:10:27,-0.73,0.32,-0.2,0.77,27.51,33.11,
4:10:27,-0.67,0.28,-0.18,15.75,11.83,32.34,
4:10:27,-0.62,0.32,-0.18,29.82,-2.38,25.9,
4:10:27,-0.61,0.44,-0.14,37.38,-14.49,19.39,
4:10:27,-0.57,0.51,-0.1,39.9,-19.74,6.02,
4:10:27,-0.51,0.54,-0.08,48.09,-18.34,-9.52,
4:10:27,-0.42,0.59,-0.05,50.12,-4.55,-19.46,
4:10:27,-0.33,0.7,-0.03,46.62,17.5,-31.85,
4:10:27,-0.28,0.76,-0.04,48.51,34.79,-37.94,
4:10:27,-0.24,0.85,0,56.63,42.91,-43.89,
4:10:27,-0.18,1,0.14,49.49,47.25,-48.02,
4:10:27,-0.12,1.15,0.27,43.75,43.96,-48.72,
4:10:27,0.01,1.38,0.36,32.83,35.28,-52.36,
4:10:27,0.19,1.47,0.32,18.55,19.67,-51.17,
4:10:27,0.41,1.45,0.22,5.18,10.57,-41.65,
4:10:27,0.6,1.44,0.12,-6.65,24.78,-37.73,
4:10:27,0.75,1.35,-0.09,-10.57,65.38,-43.12,
4:10:27,0.68,1.24,-0.32,-8.96,93.66,-38.08,
4:10:27,0.57,1.22,-0.36,-4.69,99.54,-29.89,
4:10:27,0.47,1.2,-0.26,-0.98,97.93,-19.18,
4:10:27,0.32,1.14,-0.13,4.2,91.14,-9.73,
4:10:27,0.13,1.15,0.03,4.06,57.89,2.17,
4:10:27,-0.01,1.15,0.21,-1.68,61.67,6.72,
4:10:27,-0.11,1.09,0.25,-11.83,53.69,15.19,
4:10:27,-0.26,1.02,0.11,-8.75,34.02,15.47,
4:10:27,-0.45,1.03,-0.07,11.9,9.03,10.36,
4:10:27,-0.58,0.99,-0.26,39.13,-16.45,4.13,
4:10:27,-0.61,0.93,-0.33,60.76,-39.13,0.49,
4:10:27,-0.54,0.84,-0.11,63.63,-40.67,0.56,
4:10:27,-0.48,0.74,0.14,45.29,-16.94,-0.56,
4:10:27,-0.51,0.82,0.38,11.83,27.58,-23.66,
4:10:27,-0.66,1.18,0.33,-13.37,80.29,-82.88,
4:10:27,-0.81,1.38,0,-1.75,76.58,-93.73,
4:10:27,-0.85,1.59,-0.39,17.08,9.73,-50.96,
4:10:27,-0.74,1.9,-0.54,5.6,-32.48,-23.73,
4:10:27,-0.55,2.04,-0.52,-47.11,-43.4,-13.86,
4:10:27,-0.31,1.59,-0.37,-55.23,-39.41,-20.3,
4:10:27,-0.14,1.03,-0.21,-26.81,-27.58,-23.1,
4:10:27,-0.05,0.62,-0.11,-12.53,-20.72,-10.92,
4:10:27,-0.05,0.37,-0.05,-10.78,-18.9,1.54,
4:10:27,-0.09,0.27,-0.01,-13.23,-17.01,10.57,
4:10:27,-0.12,0.21,0.02,-16.59,-11.83,11.55,
4:10:27,-0.18,0.22,0,-17.22,-5.18,5.46,
4:10:27,-0.31,0.46,-0.02,-37.8,-7.14,-11.06,
4:10:27,-0.39,0.73,-0.06,-69.23,-7.98,-23.52,
4:10:27,-0.47,0.87,-0.12,-92.19,-6.09,-28.42,
4:10:27,-0.56,0.99,-0.21,-100.87,-11.34,-30.03,
4:10:27,-0.67,1.01,-0.35,-93.31,-20.51,-24.5,
4:10:27,-0.81,0.98,-0.51,-60.06,-47.39,-14.14,
4:10:27,-0.81,0.93,-0.51,2.73,-76.86,-3.99,
4:10:27,-0.75,0.93,-0.42,27.51,-91.14,-10.36,
4:10:27,-0.58,0.74,-0.33,39.55,-88.97,-13.3,
4:10:27,-0.41,0.69,-0.23,29.54,-65.73,-6.44,
4:10:27,-0.3,0.74,-0.17,0.21,-36.05,-3.29,
4:10:27,-0.24,0.82,-0.18,-29.68,-3.08,-7.84,
4:10:27,-0.19,0.91,-0.19,-56.21,28.56,-22.82,
4:10:27,-0.18,0.97,-0.18,-76.02,57.61,-34.65,
4:10:27,-0.2,1,-0.19,-76.16,74.9,-50.82,
4:10:27,-0.23,0.99,-0.24,-63.14,79.45,-65.38,
4:10:27,-0.26,0.89,-0.29,-47.53,70.35,-59.22,
4:10:27,-0.26,0.84,-0.29,-20.65,53.48,-43.47,
4:10:27,-0.22,0.87,-0.34,4.83,36.33,-32.41,
4:10:27,-0.15,0.84,-0.46,46.97,8.82,-20.23,
4:10:27,-0.1,0.92,-0.47,60.83,-17.29,-6.93,
4:10:27,-0.05,0.89,-0.45,71.33,-34.58,2.45,
4:10:27,-0.05,0.92,-0.39,82.53,-42.7,-2.24,
4:10:27,-0.04,0.94,-0.35,85.96,-39.06,-12.6,
4:10:27,-0.04,0.94,-0.34,89.88,-25.69,-18.97,
4:10:27,-0.09,1,-0.33,97.23,-7.84,-32.27,
4:10:27,-0.2,0.95,-0.32,113.89,3.08,-45.99,
4:10:27,-0.24,0.91,-0.25,132.02,12.95,-47.46,
4:10:27,-0.28,0.92,-0.2,135.31,24.57,-44.31,
4:10:27,-0.31,0.96,-0.16,128.31,32.06,-44.45,
4:10:27,-0.35,0.98,-0.14,123.2,37.87,-44.87,
4:10:27,-0.39,1.02,-0.15,120.68,38.43,-41.93,
4:10:27,-0.42,1.03,-0.15,121.73,32.83,-36.33,
4:10:27,-0.43,1.03,-0.13,123.83,27.09,-32.13,
4:10:27,-0.42,1.01,-0.1,127.75,20.3,-31.71,
4:10:27,-0.39,0.96,-0.04,132.65,14.63,-29.89,
4:10:27,-0.27,0.85,0.44,156.8,43.75,-27.65,
4:10:27,-0.14,1.13,0.98,89.95,135.59,-33.46,
4:10:27,-0.37,1.21,0.26,-16.17,104.02,-44.31,
4:10:27,-0.4,1.02,-0.09,-31.43,-12.04,-33.95,
4:10:27,-0.25,0.97,-0.21,-38.92,-60.62,-31.5,
4:10:27,-0.15,0.94,-0.26,-56.84,-75.88,-27.16,
4:10:27,-0.06,0.94,-0.26,-70.28,-66.43,-24.22,
4:10:27,0,0.94,-0.28,-68.81,-40.53,-23.94,
4:10:27,0,1,-0.33,-57.96,-17.01,-25.2,
4:10:27,0,1.02,-0.38,-48.65,-3.36,-23.87,
4:10:27,0.04,1.03,-0.4,-35.63,8.05,-21,
4:10:27,0.08,1.06,-0.39,-28.21,19.6,-19.25,
4:10:27,0.1,1.1,-0.38,-24.78,30.59,-19.04,
4:10:27,0.1,1.24,-0.36,-21.42,38.64,-18.55,
4:10:27,0.11,1.16,-0.32,-15.68,45.92,-17.99,
4:10:27,0.09,1.16,-0.26,-7.63,50.19,-14.91,
4:10:27,-0.1,1.17,-0.21,11.13,39.9,-4.97,
4:10:27,-0.31,1.26,-0.13,34.16,-44.38,25.83,
4:10:27,-0.43,1.54,0.41,25.41,-146.3,63.14,
4:10:27,-0.17,1.88,1.25,-71.19,-86.94,45.57,
4:10:27,0.06,1.37,0.58,-122.71,-12.18,45.85,
4:10:27,0.08,1.17,0.16,-150.08,33.53,48.09,
4:10:27,-0.07,1.1,-0.14,-157.85,37.1,62.16,
4:10:27,-0.13,1.07,-0.19,-146.86,28.63,74.62,
4:10:27,-0.17,1.06,-0.26,-133.84,27.23,77.84,
4:10:27,-0.23,1.03,-0.37,-117.04,27.02,87.29,
4:10:27,-0.37,1.14,-0.47,-100.66,15.05,91.49,
4:10:27,-0.52,1.24,-0.52,-85.68,-11.83,88.62,
4:10:27,-0.65,1.28,-0.5,-63.63,-51.17,82.95,
4:10:27,-0.74,1.25,-0.39,-41.44,-75.6,80.08,
4:10:27,-0.79,1.19,-0.18,-18.83,-80.01,79.38,
4:10:27,-0.8,1.1,0,6.23,-69.86,83.93,
4:10:27,-0.79,1.08,0.09,3.01,-70,87.5,
4:10:27,-0.72,1.07,0.08,-12.46,-74.34,78.33,
4:10:27,-0.66,0.95,-0.06,-17.36,-77.56,66.64,
4:10:27,-0.65,0.91,-0.19,-22.61,-78.96,59.08,
4:10:27,-0.62,0.84,-0.23,-20.72,-82.11,50.61,
4:10:27,-0.45,0.78,-0.22,-16.94,-65.59,45.78,
4:10:27,-0.41,0.71,-0.27,-16.03,-63.63,46.69,
4:10:27,-0.31,0.68,-0.25,-2.38,-67.27,50.26,
4:10:27,-0.18,0.76,-0.16,19.67,-65.87,63.07,
4:10:27,-0.12,0.9,-0.11,27.37,-71.19,91.98,
4:10:27,0,1.08,0.02,17.22,-70.28,106.54,
4:10:27,-0.03,1.09,0.03,5.18,-48.58,94.85,
4:10:27,-0.06,1,0.02,5.04,-22.54,73.08,
4:10:27,-0.11,0.92,0.04,-11.69,25.55,53.06,
4:10:27,-0.26,0.82,-0.06,-18.27,76.09,33.46,
4:10:27,-0.37,0.7,-0.13,-5.88,106.12,28.91,
4:10:27,-0.4,0.68,-0.15,-6.44,110.88,41.65,
4:10:27,-0.45,0.61,-0.12,2.24,82.74,44.38,
4:10:27,-0.5,0.53,-0.08,10.78,61.11,39.97,
4:10:27,-0.58,0.51,-0.11,17.08,51.94,31.29,
4:10:27,-0.61,0.5,-0.16,16.59,42,21.49,
4:10:27,-0.63,0.45,-0.21,21,17.01,16.73,
4:10:27,-0.58,0.47,-0.16,26.67,3.36,4.97,
4:10:27,-0.5,0.47,-0.09,30.8,2.59,-5.67,
4:10:27,-0.44,0.49,-0.07,36.68,5.11,-14.63,
4:10:27,-0.41,0.54,-0.06,38.78,7.14,-24.08,
4:10:27,-0.36,0.6,-0.08,39.62,12.74,-33.95,
4:10:27,-0.29,0.68,-0.07,41.44,26.88,-43.61,
4:10:27,-0.28,0.78,-0.05,42.77,37.52,-49.77,
4:10:27,-0.26,0.89,0.03,45.43,41.44,-55.3,
4:10:27,-0.19,1.1,0.18,39.27,38.64,-50.12,
4:10:27,-0.05,1.3,0.3,29.4,30.94,-45.71,
4:10:27,0.15,1.48,0.35,22.54,21.77,-38.71,
4:10:27,0.45,1.56,0.27,13.37,12.11,-31.5,
4:10:27,0.71,1.49,0.11,9.59,15.82,-23.87,
4:10:27,0.86,1.42,-0.05,13.79,34.02,-19.25,
4:10:27,0.84,1.44,-0.13,11.2,56.35,-22.4,
4:10:27,0.68,1.35,-0.08,-4.06,77.21,-18.2,
4:10:27,0.44,1.21,-0.01,-13.37,87.15,-10.57,
4:10:27,0.22,1.14,0.02,-14.98,85.54,-7.42,
4:10:27,0.1,1.1,0.05,-19.88,79.66,-0.14,
4:10:27,0,1.06,0.02,-19.39,69.72,2.38,
4:10:27,-0.11,1.04,-0.13,-12.32,52.78,3.29,
4:10:27,-0.24,0.94,-0.39,0.14,28.35,1.96,
4:10:27,-0.41,0.87,-0.56,26.88,-17.64,-1.26,
4:10:27,-0.53,0.82,-0.49,54.95,-33.18,3.57,
4:10:27,-0.56,0.8,-0.18,86.31,-32.13,8.4,
4:10:27,-0.53,0.79,0.19,76.44,-5.6,2.66,
4:10:27,-0.56,0.97,0.73,7.42,74.97,-35.7,
4:10:27,-0.88,1.45,0.86,-46.97,163.03,-107.38,
4:10:27,-1.31,1.61,0.19,-66.71,99.75,-104.16,
4:10:27,-1.11,1.62,-0.59,-48.86,-47.32,-23.94,
4:10:27,-0.77,1.98,-0.55,-44.73,-73.15,-5.53,
4:10:27,-0.53,1.93,-0.42,-60.97,-51.66,-22.96,
4:10:27,-0.29,1.17,-0.27,-41.02,-38.01,-25.48,
4:10:27,-0.14,0.69,-0.14,-16.03,-32.27,-10.43,
4:10:27,-0.09,0.44,-0.06,-6.16,-32.97,6.72,
4:10:27,-0.08,0.32,0,-11.34,-34.65,17.29,
4:10:27,-0.12,0.27,0.03,-21.56,-33.53,21.21,
4:10:27,-0.21,0.31,0.01,-35.14,-36.05,14,
4:10:27,-0.35,0.51,-0.06,-57.82,-50.26,-4.48,
4:10:27,-0.44,0.69,-0.1,-70.07,-63.98,-24.15,
4:10:27,-0.5,0.81,-0.13,-74.55,-71.75,-30.66,
4:10:27,-0.58,0.9,-0.21,-66.22,-76.86,-25.27,
4:10:27,-0.65,0.96,-0.27,-46.13,-84.42,-12.25,
4:10:27,-0.69,1.03,-0.3,-25.62,-91.42,-0.77,
4:10:27,-0.71,1.04,-0.35,-7.35,-94.22,-1.82,
4:10:27,-0.64,0.96,-0.34,10.71,-85.47,-13.02,
4:10:27,-0.57,0.74,-0.33,19.11,-72.1,-14.28,
4:10:27,-0.47,0.61,-0.28,30.66,-56.35,-6.72,
4:10:27,-0.35,0.7,-0.22,19.11,-35.98,-7.28,
4:10:27,-0.33,0.76,-0.24,-10.01,-21.14,-14.35,
4:10:27,-0.33,0.78,-0.3,-27.51,-16.1,-18.83,
4:10:27,-0.34,0.89,-0.33,-37.17,-17.57,-26.53,
4:10:27,-0.35,0.96,-0.32,-48.44,-19.04,-34.65,
4:10:27,-0.32,0.95,-0.3,-44.94,-14.07,-40.18,
4:10:27,-0.34,0.91,-0.33,-18.97,-13.02,-45.36,
4:10:27,-0.42,0.89,-0.37,17.36,-29.61,-51.38,
4:10:27,-0.28,0.93,-0.2,26.18,-27.79,-39.83,
4:10:27,-0.18,0.91,-0.14,21.91,-3.29,-37.17,
4:10:27,-0.17,0.88,-0.17,28.42,22.75,-33.6,
4:10:27,-0.18,0.82,-0.29,43.75,17.92,-29.75,
4:10:27,-0.17,0.8,-0.45,74.06,18.9,-19.11,
4:10:27,-0.1,0.9,-0.4,84.42,7.42,-15.68,
4:10:27,-0.06,0.98,-0.34,70,5.81,-22.19,
4:10:27,-0.04,1.01,-0.31,52.64,10.43,-36.82,
4:10:27,-0.06,0.99,-0.29,63.14,19.95,-51.94,
4:10:27,-0.07,0.97,-0.24,86.17,33.88,-58.31,
4:10:27,-0.11,0.97,-0.2,111.09,49.56,-58.03,
4:10:27,-0.15,0.97,-0.18,128.1,59.99,-57.75,
4:10:27,-0.19,1.01,-0.15,133.14,64.75,-60.48,
4:10:27,-0.22,1.03,-0.14,129.15,63.98,-60.34,
4:10:27,-0.25,1.05,-0.14,120.82,58.45,-54.53,
4:10:27,-0.28,1.06,-0.15,114.24,49.07,-47.18,
4:10:27,-0.31,1.05,-0.15,111.16,31.92,-40.74,
4:10:27,-0.31,1.05,-0.15,112.84,14.21,-35.35,
4:10:27,-0.29,1.02,-0.13,118.79,-6.65,-32.62,
4:10:27,-0.28,0.98,-0.1,130.27,-33.39,-30.94,
4:10:27,-0.25,0.92,0.03,149.24,-63.77,-28.7,
4:10:27,-0.12,0.88,0.56,193.06,-65.87,-27.79,
4:10:27,0.04,1.58,0.75,24.64,-59.99,-24.5,
4:10:27,0.07,1.36,0.16,-71.4,-36.75,-21.56,
4:10:27,0.06,1.11,-0.06,-98.14,2.24,-21.56,
4:10:27,0.05,0.98,-0.21,-99.54,32.9,-17.43,
4:10:27,0.04,1,-0.3,-81.76,47.81,-16.59,
4:10:27,0.02,1.08,-0.34,-62.23,53.2,-20.37,
4:10:27,0.01,1.07,-0.39,-46.2,42.7,-19.74,
4:10:27,0.03,1.07,-0.41,-36.05,24.99,-14.42,
4:10:27,0.07,1.06,-0.41,-33.25,5.74,-4.41,
4:10:27,0.12,1.1,-0.35,-31.43,-4.69,3.92,
4:10:27,0.12,1.13,-0.27,-25.69,-9.45,6.02,
4:10:27,0.09,1.22,-0.2,-16.52,-10.64,7.7,
4:10:27,-0.03,1.33,-0.11,-15.05,-30.8,17.78,
4:10:27,-0.17,1.41,0.11,-24.57,-82.6,40.6,
4:10:27,-0.21,1.52,0.63,-33.11,-102.13,58.03,
4:10:27,-0.16,1.68,1.02,-86.38,-47.39,57.26,
4:10:27,-0.08,1.3,0.46,-139.51,5.67,62.23,
4:10:27,-0.06,1.12,0.06,-161.21,47.18,61.04,
4:10:27,-0.09,1.06,-0.2,-170.59,73.15,73.22,
4:10:27,-0.14,1.05,-0.34,-165.48,84.28,88.76,
4:10:27,-0.28,1.15,-0.47,-140.28,78.12,92.05,
4:10:27,-0.49,1.26,-0.62,-99.96,45.85,81.76,
4:10:27,-0.71,1.34,-0.71,-73.29,-10.22,62.44,
4:10:27,-0.81,1.31,-0.69,-52.5,-66.08,49.56,
4:10:27,-0.9,1.21,-0.5,-30.31,-114.03,49.98,
4:10:27,-0.9,1.04,-0.44,-8.75,-139.37,66.57,
4:10:27,-0.9,0.9,-0.24,9.87,-146.23,85.96,
4:10:27,-0.8,0.81,0.13,29.33,-115.85,91.35,
4:10:27,-0.66,0.91,0.33,22.19,-86.31,81.55,
4:10:27,-0.53,0.92,0.18,-3.57,-83.37,63.21,
